branch,arxiv,task,placeholder,scorer,score
"lattice, second-quantized",2110.11330,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",2110.11330,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Yasaman,0
"lattice, second-quantized",2110.11330,Extract quadratic term,definition_of_variables,Haining,2
"lattice, second-quantized",2110.11330,Extract quadratic term,definition_of_variables,Will,(TODO)
"lattice, second-quantized",2110.11330,Extract quadratic term,definition_of_variables,Yasaman,2
"lattice, second-quantized",2110.11330,Expand interaction,Hartree_Fock_second_quantized_symbol,Haining,2
"lattice, second-quantized",2110.11330,Expand interaction,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",2110.11330,Expand interaction,Hartree_Fock_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",2110.11330,Expand interaction,momentum,Haining,0
"lattice, second-quantized",2110.11330,Expand interaction,momentum,Will,(TODO)
"lattice, second-quantized",2110.11330,Expand interaction,momentum,Yasaman,0
"lattice, second-quantized",2110.11330,Swap the index only,Hartree_Fock_second_quantized_symbol,Haining,1
"lattice, second-quantized",2110.11330,Swap the index only,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",2110.11330,Swap the index only,Hartree_Fock_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",2110.11330,Swap the index only,expected_value,Haining,0
"lattice, second-quantized",2110.11330,Swap the index only,expected_value,Will,(TODO)
"lattice, second-quantized",2110.11330,Swap the index only,expected_value,Yasaman,0
"lattice, second-quantized",2110.11330,Swap the index only,expression_Hartree_1,Haining,2
"lattice, second-quantized",2110.11330,Swap the index only,expression_Hartree_1,Will,(TODO)
"lattice, second-quantized",2110.11330,Swap the index only,expression_Hartree_1,Yasaman,0
"lattice, second-quantized",2110.11330,Swap the index only,expression_Hartree_2,Haining,2
"lattice, second-quantized",2110.11330,Swap the index only,expression_Hartree_2,Will,(TODO)
"lattice, second-quantized",2110.11330,Swap the index only,expression_Hartree_2,Yasaman,0
"lattice, second-quantized",2110.11330,Swap the index only,relabel,Haining,2
"lattice, second-quantized",2110.11330,Swap the index only,relabel,Will,(TODO)
"lattice, second-quantized",2110.11330,Swap the index only,relabel,Yasaman,0
"lattice, second-quantized",2110.11330,Swap the index only,Unsummed_Indices,Haining,2
"lattice, second-quantized",2110.11330,Swap the index only,Unsummed_Indices,Will,(TODO)
"lattice, second-quantized",2110.11330,Swap the index only,Unsummed_Indices,Yasaman,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),system,Haining,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),system,Will,(TODO)
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),system,Yasaman,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),real|momentum,Haining,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),real|momentum,Will,(TODO)
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),real|momentum,Yasaman,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),single-particle|second-quantized,Haining,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),single-particle|second-quantized,Will,(TODO)
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),single-particle|second-quantized,Yasaman,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),degrees_of_freedom,Haining,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),degrees_of_freedom,Will,(TODO)
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),degrees_of_freedom,Yasaman,1
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),site i and site j with the amplitude hopping,Haining,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),site i and site j with the amplitude hopping,Will,(TODO)
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),site i and site j with the amplitude hopping,Yasaman,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),kinetic_symbol,Haining,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),kinetic_symbol,Will,(TODO)
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),kinetic_symbol,Yasaman,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),definition_of_variables,Haining,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),definition_of_variables,Will,(TODO)
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),definition_of_variables,Yasaman,2
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),You should ensure the hermiticity of the Hamiltonian,Haining,0
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),You should ensure the hermiticity of the Hamiltonian,Will,(TODO)
"lattice, second-quantized",2308.03843,Construct Kinetic Hamiltonian (lattice version),You should ensure the hermiticity of the Hamiltonian,Yasaman,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",second_int_symbol,Haining,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",second_int_symbol,Will,(TODO)
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",second_int_symbol,Yasaman,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",kinetic_symbol,Haining,0
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",kinetic_symbol,Will,(TODO)
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",kinetic_symbol,Yasaman,0
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",site i and site j with the interaction strength,Haining,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",site i and site j with the interaction strength,Will,(TODO)
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",site i and site j with the interaction strength,Yasaman,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",degrees_of_freedom,Haining,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",degrees_of_freedom,Will,(TODO)
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",degrees_of_freedom,Yasaman,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",density_symbol,Haining,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",density_symbol,Will,(TODO)
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",density_symbol,Yasaman,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",definition_of_variables,Haining,2
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",definition_of_variables,Will,(TODO)
"lattice, second-quantized",2308.03843,"Construct interaction Hamiltonian (real space, lattice version)",definition_of_variables,Yasaman,2
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),nonint_symbol,Haining,2
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),nonint_symbol,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),nonint_symbol,Yasaman,2
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Haining,0
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Yasaman,1
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Haining,2
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Yasaman,2
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Haining,0
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Yasaman,0
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_variable,Haining,0
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_variable,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_variable,Yasaman,0
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_variables,Haining,0
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_variables,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_variables,Yasaman,0
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),Note that hopping have no position dependence now.,Haining,0
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),Note that hopping have no position dependence now.,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),Note that hopping have no position dependence now.,Yasaman,2
"lattice, second-quantized",2308.03843,Convert interacting Hamiltonian in real space to momentum space (lattice version),second_int_symbol,Haining,2
"lattice, second-quantized",2308.03843,Convert interacting Hamiltonian in real space to momentum space (lattice version),second_int_symbol,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert interacting Hamiltonian in real space to momentum space (lattice version),second_int_symbol,Yasaman,2
"lattice, second-quantized",2308.03843,Convert interacting Hamiltonian in real space to momentum space (lattice version),single-particle|second-quantized,Haining,2
"lattice, second-quantized",2308.03843,Convert interacting Hamiltonian in real space to momentum space (lattice version),single-particle|second-quantized,Will,(TODO)
"lattice, second-quantized",2308.03843,Convert interacting Hamiltonian in real space to momentum space (lattice version),single-particle|second-quantized,Yasaman,2
"lattice, second-quantized",2308.03843,Convert interacting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Haining,0
